detour_distance_km,detour_time_min,pickup_zone_risk,expected_extra_profit,fuel_cost_estimate,hour_of_day,is_raining,driver_historical_acceptance,target_accepted
1.07,1.33,0.05,28.74,2.14,20,0,0.51,1
14.67,33.02,0.1,114.44,29.34,5,0,0.66,1
4.01,7.9,0.29,51.06,8.03,18,0,0.44,1
10.12,10.19,0.14,81.67,20.24,1,0,0.74,1
12.67,23.87,0.07,113.84,25.33,14,1,0.91,1
8.48,10.34,0.34,64.98,16.97,18,0,0.74,1
2.72,4.61,0.37,33.72,5.44,20,0,0.74,1
11.06,13.09,0.25,142.62,22.12,18,1,0.76,1
9.2,11.13,0.19,107.33,18.41,23,0,0.57,1
11.1,14.79,0.27,121.19,22.21,22,0,0.59,1
11.66,13.09,0.07,120.25,23.32,8,0,0.78,1
14.64,15.34,0.4,167.71,29.29,18,0,0.67,1
8.82,12.87,0.47,109.52,17.63,12,0,1.0,1
5.45,12.74,0.19,82.97,10.91,7,0,0.92,1
9.9,18.04,0.41,86.46,19.81,23,0,0.59,1
1.49,1.82,0.07,35.66,2.98,20,0,0.59,1
13.51,18.31,0.81,181.31,27.02,5,0,0.5,1
2.23,5.82,0.23,31.61,4.46,9,0,0.59,1
5.25,18.21,0.17,60.02,10.51,8,0,0.66,1
12.33,16.17,0.23,119.27,24.66,14,0,0.74,1
9.16,20.9,0.54,118.51,18.32,13,0,0.68,1
6.21,9.94,0.5,51.64,12.42,1,0,1.0,1
7.36,9.09,0.27,87.69,14.73,0,0,0.84,1
12.89,19.18,0.16,165.0,25.78,10,0,0.77,1
5.43,17.38,0.11,52.76,10.86,14,0,0.78,1
13.11,33.69,0.44,96.16,26.22,14,1,0.39,0
1.78,4.29,0.44,41.33,3.56,5,0,0.35,1
11.76,26.53,0.33,146.83,23.53,0,0,0.7,1
12.79,18.97,0.33,146.38,25.58,16,0,0.83,1
3.14,4.99,0.15,44.44,6.27,2,0,0.62,1
6.74,16.75,0.23,93.99,13.48,13,0,0.76,1
2.9,9.64,0.47,53.23,5.8,19,0,0.81,1
10.75,28.38,0.32,128.82,21.49,11,0,0.85,1
8.26,8.36,0.38,84.34,16.53,19,0,0.62,1
9.71,16.15,0.31,108.23,19.42,11,0,0.67,1
3.35,3.72,0.35,39.05,6.7,4,0,0.64,1
3.57,4.03,0.58,41.8,7.14,5,0,0.59,1
1.1,1.74,0.14,31.55,2.2,19,0,0.72,1
5.17,6.63,0.3,46.91,10.34,22,0,0.53,1
8.62,21.84,0.38,66.05,17.23,14,0,0.9,1
12.94,16.89,0.28,130.72,25.88,1,0,0.68,1
10.17,22.39,0.09,82.99,20.34,7,0,0.67,1
6.81,7.8,0.2,68.07,13.63,19,0,0.45,1
14.32,45.78,0.35,131.58,28.64,5,0,0.51,0
10.93,13.17,0.29,114.6,21.86,16,1,0.86,1
13.99,43.04,0.06,117.7,27.97,17,0,1.0,0
8.15,8.95,0.19,88.34,16.3,13,0,0.82,1
4.25,8.9,0.18,52.31,8.51,19,0,0.66,1
1.27,1.71,0.22,27.05,2.53,9,0,0.6,1
11.03,17.91,0.14,142.08,22.06,12,0,0.53,1
2.26,4.3,0.14,35.74,4.52,16,0,0.46,1
4.89,6.66,0.28,65.31,9.78,0,0,0.75,1
8.22,8.56,0.59,93.89,16.44,22,0,0.71,1
8.68,30.91,0.25,75.53,17.37,7,1,0.58,0
9.21,9.81,0.42,67.97,18.42,15,0,0.69,1
2.91,4.12,0.26,52.01,5.82,12,0,0.73,1
6.01,7.02,0.15,70.96,12.01,6,0,0.44,1
9.45,17.57,0.31,94.66,18.9,18,1,0.85,1
14.56,24.11,0.23,170.58,29.12,7,1,0.92,1
11.05,12.26,0.32,77.82,22.1,23,0,0.7,1
13.88,24.73,0.13,163.73,27.76,20,0,1.0,1
11.55,17.75,0.34,110.83,23.1,11,0,0.79,1
9.08,34.24,0.43,100.46,18.16,23,0,0.95,1
3.28,8.9,0.36,53.72,6.57,15,0,0.67,1
10.17,13.9,0.21,109.75,20.33,12,0,0.85,1
9.54,12.11,0.24,71.82,19.08,17,0,0.74,1
9.24,13.44,0.06,113.28,18.47,12,0,0.58,1
7.6,21.27,0.21,99.85,15.2,20,0,0.81,1
8.17,13.98,0.23,87.23,16.33,18,0,0.86,1
5.35,10.36,0.4,63.19,10.7,5,1,0.71,1
8.03,12.92,0.17,74.31,16.06,11,0,0.69,1
3.36,3.73,0.42,51.99,6.73,5,0,0.87,1
12.18,14.64,0.29,156.04,24.35,18,0,0.55,1
3.19,10.2,0.31,50.63,6.39,22,0,0.6,1
1.73,1.89,0.67,38.01,3.46,15,1,0.64,1
6.83,11.3,0.42,94.14,13.65,13,0,0.65,1
10.05,12.43,0.31,86.13,20.09,23,0,0.53,1
6.85,19.29,0.03,73.51,13.69,11,0,0.55,1
4.51,5.99,0.15,56.34,9.03,17,1,0.81,1
8.59,20.11,0.15,96.59,17.19,15,0,0.64,1
5.53,9.56,0.2,49.56,11.06,16,0,0.44,1
14.03,53.4,0.32,147.91,28.05,15,1,0.72,0
13.88,38.16,0.1,97.99,27.76,10,0,0.8,0
7.78,24.4,0.37,102.87,15.57,15,0,0.81,1
5.25,12.22,0.15,81.69,10.51,8,0,0.99,1
11.19,34.42,0.22,98.64,22.38,14,0,0.65,1
1.03,1.34,0.2,28.82,2.06,17,1,0.64,1
7.38,27.17,0.19,99.47,14.77,7,0,0.8,1
5.38,7.54,0.25,58.73,10.75,17,0,0.71,1
13.85,38.95,0.59,104.53,27.7,2,0,0.67,0
0.67,0.7,0.38,26.86,1.35,4,1,0.71,1
8.52,8.97,0.27,104.21,17.03,1,1,0.77,1
11.24,26.82,0.26,121.04,22.48,10,0,0.8,1
7.53,10.6,0.05,107.46,15.07,18,0,0.73,1
1.74,6.41,0.26,40.31,3.48,22,0,0.47,1
14.6,15.39,0.15,181.06,29.2,1,0,0.77,1
8.01,12.47,0.19,76.49,16.02,17,0,0.39,1
9.41,33.3,0.66,81.87,18.81,6,0,0.62,0
3.93,7.76,0.49,62.65,7.86,15,0,0.63,1
7.51,24.41,0.35,91.8,15.02,0,1,0.62,1
6.72,12.34,0.13,72.25,13.45,12,1,0.83,1
1.59,2.11,0.07,32.48,3.17,2,1,0.58,1
2.04,3.39,0.17,42.38,4.08,17,0,0.91,1
12.64,23.51,0.08,97.66,25.29,3,0,0.55,1
3.98,11.72,0.39,66.17,7.95,19,0,0.85,1
3.33,7.67,0.42,51.38,6.65,16,0,1.0,1
7.82,24.06,0.6,102.43,15.64,4,0,0.52,1
11.65,13.61,0.34,108.47,23.29,6,0,0.64,1
1.4,3.98,0.14,32.74,2.8,8,0,0.7,1
8.86,12.73,0.18,110.85,17.73,3,0,0.76,1
2.23,4.4,0.35,37.93,4.46,21,0,0.69,1
1.03,2.45,0.44,28.66,2.06,8,0,0.72,1
1.26,1.73,0.38,31.48,2.53,16,0,0.74,1
12.6,21.25,0.33,88.57,25.19,9,0,0.58,1
2.21,4.02,0.06,44.41,4.42,16,0,0.76,1
1.15,1.66,0.36,32.78,2.31,23,0,0.84,1
6.85,11.08,0.52,67.74,13.7,11,0,0.8,1
12.74,26.67,0.31,162.14,25.48,9,1,0.92,1
4.3,6.43,0.12,63.98,8.61,10,0,0.58,1
6.61,8.79,0.22,75.45,13.23,12,0,0.89,1
1.08,4.0,0.04,28.02,2.16,16,0,0.9,1
7.01,11.7,0.21,74.66,14.02,22,0,0.62,1
8.88,30.26,0.09,97.58,17.75,14,0,0.71,1
8.78,22.52,0.11,89.24,17.56,4,0,0.49,1
5.32,7.94,0.17,62.25,10.64,10,0,0.62,1
5.08,5.64,0.11,52.59,10.15,23,1,0.62,1
2.05,2.24,0.18,40.37,4.09,12,0,0.73,1
5.82,19.24,0.32,73.92,11.64,5,0,0.54,1
1.94,3.44,0.45,43.2,3.89,9,0,0.56,1
11.62,16.9,0.22,89.56,23.23,19,1,0.61,1
14.51,40.27,0.46,104.11,29.02,2,0,0.51,0
14.57,17.68,0.28,145.44,29.13,2,0,0.58,1
13.04,16.14,0.34,99.1,26.09,0,0,0.97,1
9.21,9.93,0.26,105.43,18.42,1,0,0.61,1
10.66,41.59,0.19,87.95,21.33,4,0,0.89,0
4.64,11.24,0.43,58.85,9.27,13,0,0.74,1
9.65,11.08,0.21,109.51,19.29,6,1,0.78,1
7.11,9.44,0.48,78.32,14.21,11,0,0.66,1
7.49,8.13,0.13,74.22,14.98,3,0,0.51,1
11.49,39.22,0.62,140.35,22.98,17,0,0.96,0
4.59,6.58,0.16,70.39,9.18,20,0,0.55,1
5.11,7.55,0.12,55.51,10.22,8,0,0.74,1
13.91,50.25,0.25,168.72,27.81,11,0,0.76,0
1.32,2.07,0.21,30.18,2.63,11,0,0.41,1
7.54,10.67,0.53,83.45,15.08,23,0,0.52,1
13.74,34.91,0.15,110.96,27.47,4,1,0.79,1
9.35,20.55,0.33,107.71,18.7,6,0,0.76,1
8.42,11.53,0.48,68.07,16.85,16,0,0.71,1
4.12,6.85,0.15,57.67,8.24,19,0,0.8,1
5.48,6.13,0.06,85.34,10.95,22,0,0.7,1
12.85,25.37,0.06,152.07,25.71,18,0,0.58,1
8.61,19.13,0.28,116.98,17.22,3,0,0.81,1
7.96,8.06,0.32,85.7,15.93,0,0,0.47,1
1.94,2.08,0.51,31.65,3.89,7,1,0.61,1
0.73,2.7,0.23,25.14,1.46,1,0,0.84,1
14.47,17.48,0.12,97.33,28.95,0,0,0.82,1
5.97,17.93,0.08,70.79,11.93,2,0,0.77,1
9.25,34.17,0.23,108.28,18.49,18,1,0.99,1
1.66,3.64,0.62,33.2,3.31,22,0,0.73,1
10.41,23.02,0.21,113.05,20.81,13,0,0.69,1
14.02,16.22,0.09,121.59,28.04,17,1,0.92,1
8.85,11.3,0.31,69.55,17.69,22,0,0.78,1
2.33,2.36,0.35,38.69,4.66,13,1,0.7,1
8.93,11.4,0.38,98.94,17.87,16,0,0.79,1
11.61,20.6,0.21,157.93,23.22,9,0,0.8,1
6.39,8.26,0.05,67.51,12.79,19,0,0.64,1
13.26,13.26,0.38,149.19,26.52,23,1,0.54,1
9.91,12.66,0.26,126.57,19.81,6,0,0.67,1
13.54,16.49,0.29,119.48,27.08,10,0,1.0,1
9.54,10.0,0.51,129.81,19.08,20,0,1.0,1
2.4,7.17,0.27,37.72,4.81,22,0,0.62,1
4.99,6.41,0.24,78.83,9.98,8,0,0.64,1
3.43,3.86,0.35,37.18,6.85,0,1,0.74,1
13.68,14.16,0.23,149.11,27.36,17,0,0.66,1
11.53,28.23,0.38,141.36,23.05,16,0,0.96,1
10.31,16.42,0.29,91.75,20.62,20,0,0.7,1
4.86,6.4,0.24,48.31,9.73,18,0,0.66,1
3.17,7.27,0.4,36.38,6.34,9,0,0.53,1
11.47,16.38,0.37,83.32,22.94,0,0,0.99,1
7.38,16.64,0.27,84.91,14.75,0,1,0.69,1
3.77,7.55,0.15,61.04,7.55,6,0,0.76,1
9.44,16.25,0.39,71.38,18.88,17,0,0.81,1
1.08,1.68,0.11,26.28,2.17,10,0,0.71,1
5.23,8.91,0.07,46.33,10.46,12,0,0.65,1
7.29,11.77,0.24,70.88,14.59,8,0,0.68,1
2.65,5.58,0.51,50.29,5.29,22,0,0.81,1
14.78,40.02,0.48,122.47,29.55,16,0,0.83,0
3.53,12.37,0.46,48.56,7.06,10,0,0.32,1
2.39,6.02,0.2,34.94,4.78,0,0,0.71,1
3.45,5.03,0.22,40.07,6.9,19,0,0.77,1
11.65,13.88,0.43,93.13,23.3,15,0,0.88,1
6.67,17.69,0.17,63.17,13.34,18,0,0.85,1
8.7,26.25,0.2,71.43,17.4,21,0,0.81,1
0.8,0.99,0.04,28.48,1.61,10,0,0.8,1
1.0,2.09,0.38,28.33,2.0,13,0,0.96,1
6.96,7.23,0.13,81.14,13.93,11,0,1.0,1
12.34,15.71,0.21,114.07,24.68,7,0,0.62,1
13.34,26.94,0.49,106.35,26.67,14,0,0.83,1
1.76,3.76,0.48,29.94,3.51,22,0,0.5,1
8.31,12.92,0.14,65.95,16.61,0,0,0.87,1
13.74,44.42,0.26,106.52,27.48,5,0,0.64,0
6.13,18.11,0.02,87.08,12.25,11,0,0.93,1
12.53,32.81,0.04,101.63,25.06,8,0,0.67,1
2.44,2.93,0.27,38.25,4.88,17,0,0.61,1
14.06,22.13,0.26,146.7,28.13,7,0,0.59,1
11.4,44.18,0.34,117.77,22.79,19,0,0.84,0
14.15,18.74,0.35,156.69,28.3,18,1,0.71,1
10.31,18.16,0.06,85.58,20.62,22,0,0.77,1
5.77,9.11,0.34,70.01,11.54,4,0,0.57,1
14.1,34.35,0.19,166.31,28.21,21,0,0.73,1
4.5,6.77,0.25,54.67,8.99,19,0,0.79,1
5.32,5.4,0.43,82.75,10.63,11,0,1.0,1
10.66,34.95,0.22,116.44,21.32,18,1,0.5,0
11.6,25.05,0.27,132.77,23.19,4,0,0.73,1
13.98,32.33,0.45,134.8,27.95,1,0,0.58,1
3.47,7.95,0.12,58.18,6.94,3,0,0.71,1
12.07,22.6,0.38,118.5,24.14,22,0,0.77,1
11.21,12.98,0.51,149.98,22.42,20,1,0.89,1
1.43,1.52,0.09,30.19,2.85,21,0,0.66,1
6.11,15.22,0.23,87.63,12.23,4,0,0.83,1
4.6,7.0,0.26,63.59,9.2,6,0,0.9,1
4.92,6.75,0.33,72.07,9.83,11,0,0.55,1
14.75,23.0,0.37,97.66,29.51,8,0,0.44,1
9.82,17.06,0.22,88.16,19.64,10,0,0.5,1
10.91,27.68,0.25,139.2,21.81,13,0,0.55,1
14.66,23.79,0.26,125.97,29.32,13,1,0.69,1
5.97,10.84,0.06,79.63,11.94,6,0,0.77,1
12.13,14.32,0.53,164.86,24.25,2,0,0.51,1
6.8,8.27,0.3,62.44,13.6,22,0,0.92,1
13.11,37.4,0.12,123.85,26.22,2,0,0.96,1
3.12,9.86,0.03,39.2,6.24,3,0,0.66,1
14.24,15.3,0.42,106.59,28.48,21,0,0.5,1
3.67,5.64,0.39,54.63,7.34,6,0,0.84,1
5.23,5.85,0.34,53.16,10.46,23,1,0.72,1
11.46,39.05,0.27,116.06,22.93,8,1,0.57,0
6.21,9.63,0.18,93.55,12.42,0,0,0.96,1
9.32,14.24,0.11,88.33,18.64,3,0,0.59,1
6.95,7.76,0.23,97.21,13.89,2,0,0.85,1
11.26,34.85,0.09,107.58,22.53,5,1,0.64,0
3.81,8.86,0.2,46.07,7.62,5,0,0.83,1
1.35,2.43,0.55,29.91,2.7,23,0,0.6,1
4.85,5.39,0.14,48.58,9.7,10,0,0.83,1
7.38,7.73,0.17,91.95,14.75,3,0,0.6,1
2.94,2.95,0.27,45.14,5.87,3,0,0.94,1
5.64,5.82,0.13,72.48,11.29,12,0,0.74,1
6.3,24.76,0.36,64.86,12.6,16,1,0.49,1
1.33,4.66,0.2,32.75,2.66,10,0,0.66,1
8.96,24.83,0.61,75.11,17.92,2,0,0.68,1
13.32,26.04,0.72,147.47,26.65,2,0,0.48,1
2.7,3.1,0.32,35.04,5.4,11,0,0.86,1
9.17,9.97,0.31,91.53,18.34,14,0,0.8,1
10.14,25.99,0.45,113.97,20.28,15,0,0.46,1
6.58,9.21,0.55,92.3,13.16,23,0,0.78,1
10.67,11.37,0.1,133.99,21.33,7,0,0.53,1
6.46,10.8,0.24,76.09,12.91,23,0,0.66,1
7.82,23.86,0.37,107.42,15.63,13,0,0.61,1
0.61,1.02,0.12,25.18,1.21,23,1,0.65,1
10.53,19.8,0.33,110.77,21.06,5,0,0.6,1
10.09,14.77,0.32,121.34,20.18,4,0,0.86,1
1.06,1.83,0.42,31.78,2.11,19,1,0.81,1
5.84,22.2,0.31,73.84,11.68,18,0,0.77,1
14.7,14.76,0.25,190.61,29.39,6,1,0.61,1
6.6,10.04,0.23,63.75,13.2,0,0,0.77,1
7.78,12.85,0.08,109.22,15.56,1,0,0.7,1
13.69,14.18,0.06,109.72,27.39,7,0,0.7,1
10.9,29.71,0.14,114.67,21.8,3,1,0.77,1
8.94,22.81,0.42,114.52,17.88,23,0,0.74,1
12.07,14.1,0.04,148.06,24.14,14,0,0.9,1
13.03,29.25,0.04,110.54,26.07,13,0,0.81,1
7.12,8.39,0.23,104.8,14.25,5,1,0.89,1
7.39,16.29,0.52,61.11,14.78,16,0,0.62,1
6.1,22.18,0.08,51.97,12.2,5,0,0.97,1
14.52,22.76,0.03,178.1,29.03,11,0,0.67,1
10.61,26.69,0.3,133.87,21.22,16,0,0.89,1
1.71,2.09,0.11,37.05,3.41,7,0,0.81,1
13.01,17.8,0.14,162.56,26.03,0,0,0.76,1
7.47,7.92,0.16,64.53,14.94,4,1,0.72,1
1.5,1.79,0.54,28.49,2.99,9,0,1.0,1
8.47,21.97,0.05,119.84,16.94,21,0,0.98,1
6.55,7.7,0.52,81.36,13.1,23,0,0.74,1
13.23,18.09,0.22,171.31,26.45,3,0,0.74,1
3.46,4.6,0.17,59.23,6.92,2,1,0.59,1
12.48,14.28,0.41,139.49,24.97,14,0,0.56,1
8.59,12.62,0.27,100.71,17.17,4,0,0.65,1
1.29,2.15,0.25,29.71,2.58,23,0,0.7,1
14.59,20.06,0.23,108.19,29.18,15,0,0.83,1
7.93,16.75,0.47,97.79,15.87,14,0,1.0,1
4.72,12.19,0.49,70.6,9.44,23,0,0.39,1
7.31,10.26,0.29,84.39,14.61,20,0,0.52,1
12.94,30.42,0.2,89.3,25.88,15,0,0.77,1
4.92,15.88,0.39,49.6,9.84,8,0,0.48,1
3.29,13.15,0.13,38.82,6.59,15,0,0.89,1
2.37,3.36,0.36,42.78,4.74,17,0,0.84,1
4.82,9.24,0.36,63.15,9.64,15,0,0.81,1
11.81,14.51,0.26,117.62,23.62,3,0,0.5,1
7.34,13.81,0.4,84.61,14.68,16,0,0.55,1
3.8,6.18,0.28,46.33,7.6,10,0,0.87,1
2.91,5.24,0.16,50.94,5.82,23,1,0.42,1
5.32,7.22,0.21,58.87,10.65,14,0,0.75,1
14.13,27.32,0.28,154.37,28.26,17,0,0.6,1
5.47,5.63,0.25,62.35,10.95,23,0,0.52,1
14.83,15.57,0.34,101.63,29.66,23,0,0.67,1
7.54,8.51,0.15,71.23,15.07,23,1,1.0,1
3.1,3.29,0.37,56.42,6.2,21,1,0.75,1
13.42,22.87,0.68,105.01,26.84,23,0,0.81,1
7.18,11.0,0.16,61.15,14.35,3,0,0.66,1
10.79,13.38,0.43,95.94,21.58,14,0,0.86,1
14.76,19.12,0.14,184.55,29.53,21,0,0.89,1
1.23,1.34,0.18,28.77,2.46,1,0,0.7,1
1.9,2.42,0.25,35.07,3.8,6,0,0.6,1
10.95,10.96,0.25,98.49,21.89,11,0,0.76,1
4.59,8.97,0.08,74.68,9.17,16,1,0.84,1
3.17,3.63,0.44,58.07,6.34,8,0,0.78,1
1.07,1.38,0.12,28.97,2.14,9,0,0.64,1
0.82,1.06,0.34,28.57,1.63,1,0,0.81,1
11.73,23.73,0.08,96.72,23.46,6,1,0.67,1
2.45,2.92,0.12,38.66,4.9,21,0,0.92,1
7.28,7.87,0.08,91.04,14.56,17,0,0.71,1
9.29,22.43,0.19,85.04,18.57,5,0,0.47,1
6.71,9.33,0.11,64.11,13.42,18,0,0.82,1
0.89,1.64,0.29,30.23,1.79,16,0,0.74,1
11.86,11.95,0.28,99.59,23.72,22,1,0.67,1
0.65,1.07,0.16,23.53,1.3,12,0,0.7,1
11.55,27.41,0.18,138.45,23.09,3,0,0.51,1
13.45,25.08,0.5,110.17,26.91,14,0,0.56,1
6.78,9.15,0.23,75.23,13.55,22,0,0.61,1
8.27,26.92,0.23,67.78,16.53,1,0,0.81,1
7.42,10.55,0.25,60.64,14.83,0,0,0.79,1
6.14,6.48,0.22,70.52,12.29,15,0,0.51,1
13.37,15.06,0.14,118.38,26.74,7,0,0.67,1
13.46,44.76,0.39,134.99,26.92,6,0,0.72,0
5.37,5.4,0.48,83.15,10.74,4,0,0.83,1
9.42,12.17,0.09,93.95,18.84,19,0,0.33,1
13.94,37.5,0.27,148.51,27.88,1,0,0.49,0
14.45,55.72,0.49,102.12,28.9,21,0,0.6,0
7.88,20.82,0.79,108.27,15.76,4,0,0.33,1
7.07,8.04,0.46,95.19,14.13,9,0,0.89,1
4.54,17.06,0.27,59.31,9.08,13,0,0.74,1
14.4,33.9,0.33,110.51,28.81,1,0,0.81,1
2.57,3.14,0.49,40.52,5.14,20,0,0.61,1
8.91,12.92,0.03,83.08,17.82,18,0,0.74,1
4.6,5.49,0.19,74.99,9.19,4,0,0.74,1
4.55,5.61,0.07,58.35,9.09,20,0,0.64,1
6.37,22.13,0.4,70.69,12.74,4,0,0.86,1
14.98,16.3,0.11,112.64,29.96,23,0,0.77,1
1.3,3.09,0.48,28.66,2.59,4,0,0.73,1
8.89,13.37,0.15,108.72,17.78,5,0,0.66,1
1.7,2.31,0.46,34.84,3.39,16,0,0.59,1
2.74,7.28,0.43,40.57,5.48,13,0,0.71,1
6.87,7.0,0.32,68.66,13.75,3,0,0.77,1
7.9,12.82,0.63,70.61,15.8,17,0,0.69,1
4.25,14.5,0.07,42.27,8.5,17,0,0.92,1
5.09,5.34,0.52,80.25,10.18,10,0,0.64,1
1.76,2.55,0.18,38.09,3.52,16,0,0.81,1
4.9,6.32,0.27,76.29,9.79,13,0,0.52,1
14.52,22.54,0.26,134.49,29.03,5,1,0.61,1
14.2,16.21,0.28,177.4,28.4,18,1,0.49,1
5.36,19.49,0.2,56.39,10.71,17,1,0.62,1
8.78,19.45,0.21,95.21,17.55,7,0,0.89,1
13.69,22.73,0.12,107.85,27.38,4,0,0.54,1
0.59,1.92,0.07,26.13,1.18,15,0,0.92,1
12.25,15.72,0.35,123.96,24.51,12,0,0.64,1
14.25,26.14,0.53,144.76,28.5,14,0,0.53,1
1.82,4.01,0.23,40.1,3.65,0,0,0.69,1
2.84,11.25,0.06,48.91,5.68,0,0,0.68,1
14.43,18.27,0.21,189.76,28.86,1,0,0.71,1
8.29,9.48,0.27,85.01,16.59,18,1,0.49,1
0.71,1.29,0.08,25.81,1.41,1,0,0.69,1
4.24,6.29,0.33,59.42,8.47,15,0,0.47,1
7.02,16.69,0.23,77.41,14.05,1,0,0.63,1
10.55,14.72,0.15,103.72,21.09,20,0,0.59,1
11.13,42.96,0.04,102.19,22.26,6,0,0.57,0
14.93,24.22,0.3,181.63,29.87,0,0,0.81,1
4.67,6.37,0.31,60.78,9.34,0,0,0.91,1
8.3,8.85,0.22,96.83,16.61,17,0,0.74,1
8.23,15.36,0.39,72.93,16.47,17,0,0.55,1
6.38,7.75,0.44,63.16,12.76,15,0,0.68,1
2.95,4.23,0.15,41.79,5.91,0,0,0.88,1
14.67,15.52,0.1,141.16,29.35,11,0,0.8,1
12.87,23.46,0.39,88.32,25.75,10,0,1.0,1
7.73,15.79,0.19,106.67,15.45,8,1,0.5,1
9.25,10.1,0.25,124.73,18.49,22,0,0.55,1
3.8,13.23,0.59,56.56,7.59,9,0,0.82,1
8.38,23.8,0.38,80.48,16.77,10,0,0.73,1
10.58,33.92,0.12,101.41,21.15,22,0,0.55,1
7.97,9.03,0.13,100.8,15.94,12,0,0.59,1
14.86,57.6,0.3,124.07,29.72,11,0,0.73,0
9.36,10.45,0.35,106.74,18.73,5,0,0.74,1
5.88,9.99,0.12,86.69,11.76,21,0,0.78,1
11.7,46.23,0.38,112.09,23.39,13,0,0.97,0
2.97,5.39,0.38,47.07,5.94,5,0,0.98,1
6.08,15.57,0.39,89.87,12.15,11,1,0.55,1
5.53,7.7,0.63,60.84,11.06,17,0,0.79,1
6.76,8.9,0.35,89.76,13.52,22,0,0.62,1
11.84,19.23,0.07,141.74,23.67,19,0,0.93,1
7.52,26.82,0.13,106.48,15.04,10,0,0.63,1
12.01,16.19,0.22,152.27,24.03,1,0,0.52,1
8.86,10.05,0.13,110.73,17.72,11,0,0.86,1
5.46,6.91,0.31,71.63,10.92,14,0,0.9,1
12.24,14.03,0.1,101.9,24.49,22,0,0.58,1
3.96,9.88,0.16,58.34,7.91,5,0,0.85,1
3.75,4.09,0.07,46.03,7.51,4,1,0.55,1
7.82,15.9,0.49,83.15,15.63,14,0,0.6,1
4.28,16.47,0.22,62.69,8.56,10,0,0.42,1
0.63,0.72,0.52,26.14,1.26,14,0,0.84,1
9.9,10.35,0.31,97.31,19.8,18,0,0.76,1
7.91,10.67,0.22,69.67,15.82,0,0,0.63,1
6.96,16.43,0.33,78.39,13.92,4,0,0.65,1
14.52,33.09,0.11,120.05,29.04,3,0,0.73,1
8.78,14.64,0.15,79.62,17.56,8,0,0.72,1
13.02,14.1,0.48,114.88,26.04,5,0,0.77,1
2.52,6.96,0.41,45.08,5.04,22,0,0.54,1
8.75,10.07,0.18,94.24,17.51,10,0,0.79,1
13.09,27.93,0.14,119.61,26.17,2,0,0.71,1
8.96,10.46,0.55,121.23,17.91,22,1,0.48,1
10.91,11.61,0.14,128.54,21.82,8,0,0.99,1
5.89,10.33,0.35,69.88,11.79,10,1,0.55,1
1.84,3.51,0.34,34.63,3.68,8,0,0.55,1
7.14,8.38,0.11,96.62,14.28,0,0,0.58,1
6.22,9.61,0.23,58.63,12.44,12,0,0.6,1
13.07,17.13,0.29,146.14,26.14,0,0,0.57,1
4.04,5.63,0.35,40.78,8.08,17,0,0.63,1
14.52,39.81,0.08,93.3,29.04,10,0,0.8,0
14.39,16.29,0.16,185.84,28.79,14,0,0.72,1
4.09,10.31,0.36,55.17,8.18,15,0,0.55,1
5.55,5.84,0.46,59.97,11.09,23,0,0.79,1
13.49,30.79,0.36,162.45,26.97,23,0,0.88,1
14.52,18.14,0.03,192.65,29.03,0,1,0.65,1
6.93,14.95,0.39,56.32,13.86,10,1,0.68,1
5.15,10.56,0.19,47.14,10.31,5,0,0.64,1
8.13,16.85,0.06,109.28,16.26,11,0,0.56,1
10.47,12.91,0.32,113.18,20.95,18,0,0.37,1
4.47,6.69,0.48,69.92,8.93,0,0,0.65,1
11.18,12.25,0.5,130.25,22.36,20,1,1.0,1
1.25,2.6,0.33,30.36,2.5,1,0,0.66,1
1.21,1.58,0.29,27.45,2.43,21,0,0.52,1
6.1,7.49,0.23,67.16,12.2,19,0,0.79,1
5.63,15.47,0.51,79.12,11.25,11,0,0.67,1
5.08,9.22,0.47,53.7,10.15,23,0,0.79,1
7.62,12.45,0.29,96.1,15.24,0,0,0.76,1
5.15,9.97,0.02,54.67,10.3,6,0,0.66,1
3.29,6.69,0.47,47.11,6.58,9,0,0.72,1
4.99,6.52,0.06,47.92,9.97,21,0,0.93,1
14.64,35.53,0.2,139.8,29.27,15,0,0.68,1
6.46,8.26,0.25,80.02,12.92,14,0,0.92,1
6.95,7.3,0.04,82.14,13.9,8,0,0.78,1
8.86,13.15,0.21,89.51,17.72,13,0,0.84,1
14.76,20.83,0.12,131.99,29.52,3,0,0.81,1
4.0,13.27,0.24,47.73,8.01,5,0,0.66,1
10.38,11.55,0.39,127.62,20.76,14,0,0.9,1
10.88,23.45,0.38,134.02,21.76,22,0,0.77,1
9.31,13.08,0.15,98.0,18.61,7,0,0.62,1
1.78,1.81,0.45,33.7,3.57,9,0,0.5,1
10.31,14.81,0.47,117.6,20.63,6,1,0.82,1
1.43,1.8,0.34,32.73,2.86,22,0,0.47,1
9.14,15.66,0.27,108.43,18.29,21,0,0.58,1
11.22,38.01,0.18,100.16,22.45,21,0,0.51,1
3.56,4.2,0.11,57.44,7.12,16,0,0.83,1
12.7,45.99,0.48,111.68,25.41,12,0,0.77,0
0.94,1.21,0.21,27.46,1.88,7,1,0.74,1
12.74,47.66,0.68,95.48,25.47,10,0,0.74,0
7.17,8.0,0.15,98.83,14.35,0,0,0.72,1
3.66,9.93,0.65,54.76,7.31,5,0,0.95,1
2.44,3.84,0.36,36.22,4.88,5,0,0.5,1
